id,title,screen_size_diagonal,response_time,supported_aspect_ratio,contrast_ratio_static,screen_brightness,supported_resolution,screen_type,number_of_colors
www.itenergy.co.uk//720,"60002712, 3967364, NEC Display Solutions, LCD Monitor, Itenergy Ltd","139.7 cm (55"")",8 ms,16:9,"4,000:1",700 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//385,"UM.CB6EE.001, 8654R96, Acer, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,16:10,"100,000,000:1",250 cd/mÂ²,1440 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//211,"UM.WG6EE.F01, 8655F68, Acer, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",2 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//487,"GV546A4#ABU, HP, LCD Monitor, Itenergy Ltd","61 cm (24"")",12 ms,,"1,000:1",250 cd/mÂ²,1920 x 1200,LCD Monitor,
www.itenergy.co.uk//674,"LS22C65UDC/EN, 2773803, Samsung, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//718,"223V5LHSB/00, PHI-223V5LHSB/00, Philips, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//604,"B5M13AA#ABT, HP, LCD Monitor, Itenergy Ltd","50.8 cm (20"")",5 ms,16:9,600:1,200 cd/mÂ²,1600 x 900,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//194,"29UB65-P, 2975676, LG Electronics, LCD Monitor, Itenergy Ltd","73.7 cm (29"")",5 ms,21:9,"5,000,000:1",300 cd/mÂ²,2560 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//742,"LS24C570HL/EN, Samsung, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//520,"9H.LANLB.DWE, M352416, BenQ, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",6 ms,16:9,"3,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//451,"9H.L7CLB.DB9, 2835281, BenQ, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//633,"201BL2CB/00, Philips, LCD Monitor, Itenergy Ltd","50.8 cm (20"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//221,"UM.CV6EE.013, 2716783, Acer, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,5:4,"100,000,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//528,"60003581, 3968374, NEC Display Solutions, LCD Monitor, Itenergy Ltd","43.2 cm (17"")",5 ms,5:4,"1,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//483,"R47HCUK, S6033S6, Lenovo, LCD Monitor, Itenergy Ltd","43.2 cm (17"")",5 ms,5:4,"1,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//448,"C272P4QPKEW/00, 2974033, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",12 ms,16:9,"1,000:1",300 cd/mÂ²,2560 x 1440,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//311,"288P6LJEB/00, 3089024, Philips, LCD Monitor, Itenergy Ltd","71.1 cm (28"")",1 ms,16:9,"50,000,000:1",300 cd/mÂ²,3840 x 2160,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//227,"UM.VG6EE.B01, 8653C88, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",5 ms,16:9,"100,000,000:1",,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//421,"D7Q14A4#ABB, 9438D3T, HP, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",8 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//253,"D7Q14AT#ABU, 2835521, HP, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",8 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//339,"LS19C45KMWV/EN, 2694921, Samsung, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1440 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//283,"D7Q13A4#ABU, 2994898, HP, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",8 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//379,"9H.L9LLA.TBE, M352333, BenQ, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",4 ms,16:9,"5,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//693,"ET.CV3RE.D25, 865W073, Acer, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,4:3,"50,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//611,"BDL:K1453V160-UK, FB22T-7LED, Fujitsu Siemens Computers, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//615,"C9F26AA#ABM, HP, LCD Monitor, Itenergy Ltd","50.8 cm (20"")",5 ms,16:9,"3,000,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,
www.itenergy.co.uk//691,"UM.RB6EE.001, PBB296CLBMIIDPRZ, Acer, LCD Monitor, Itenergy Ltd","73.7 cm (29"")",8 ms,21:9,"100,000,000:1",300 cd/mÂ²,2560 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//285,"ET240h, EDGMON055, Edge10, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",5 ms,16:9,"10,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//364,"XB2483HSU-B1, IIYXB2483HSUB, Iiyama, LCD Monitor, Itenergy Ltd","61 cm (24"")",4 ms,16:9,"3,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//642,"B2283HS-B1, II-B2283HS-B1, Iiyama, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",2 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//473,"9H.L9NLB.QBE, M352334, BenQ, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",4 ms,16:9,"3,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//789,"BDL:K1428V140-UK, FP24W-6LEDIPS, Fujitsu Siemens Computers, Itenergy Ltd","61 cm (24"")",5 ms,16:10,"1,000:1",300 cd/mÂ²,1920 x 1200,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//343,"ES220d, EDGMON056, Edge10, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"10,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//252,"60003324, 3967788, NEC Display Solutions, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",8 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//230,"861-10383, 0912945, Dell, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"2,000,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.78 Million Colors
www.itenergy.co.uk//780,"LS22C45KBWV/EN, Samsung, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//626,"9H.LAALB.QBE, 2819843, BenQ, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",4 ms,16:9,"1,000:1",350 cd/mÂ²,2560 x 1440,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//413,"274E5QHAW/00, 2716378, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//289,"60003323, 3967786, NEC Display Solutions, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",8 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//332,"EF240A, EDGMON044, Edge10, LCD Monitor, Itenergy Ltd","61 cm (24"")",2 ms,16:9,"10,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//438,"B2480HS-B1, 2538389, Iiyama, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",2 ms,16:9,"1,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//301,"UM.VS5EE.B01, 8653Q46, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",6 ms,16:9,100000000:1,250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//369,"B2280WSD-W1, 2609785, Iiyama, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//490,"VG2433-LED, B921449, ViewSonic, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",5 ms,16:9,"1,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//743,"UM.VB6EE.001, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",6 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//501,"LS24C65UDW/EN, 3005295, Samsung, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1920 x 1200,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//631,"E2283HS-B1, II-E2283HS-B1, Iiyama, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",2 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//292,"9H.LAJLA.R8E, M352560, BenQ, LCD Monitor, Itenergy Ltd","49.5 cm (19.5"")",5 ms,16:9,"12,000,000:1",200 cd/mÂ²,1600 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//517,"210-ABYZ, 0912938, Dell, LCD Monitor, Itenergy Ltd","80 cm (31.5"")",8 ms,16:9,"2,000,000:1",350 cd/mÂ²,3840 x 2160,LCD Monitor,1.074 Billion Colors (10-bit)
www.itenergy.co.uk//701,"LS22C45KMWV/EN, Samsung, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//751,"UM.HH6EE.001, Acer, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//424,"GB2488HSU-B1, 3048478, Iiyama, LCD Monitor, Itenergy Ltd","61 cm (24"")",1 ms,16:9,"5,000,000:1",350 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//706,"858-BBBR, Dell, LCD Monitor, Itenergy Ltd","49.5 cm (19.5"")",8 ms,16:9,"2,000,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//781,"B2280HS-B1, II-B2280HS-B1, Iiyama, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//462,"861-10376, DELP2213, Dell, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.78 Million Colors
www.itenergy.co.uk//461,"60A4RAT1EU, S604EA3, Lenovo, LCD Monitor, Itenergy Ltd","76.2 cm (30"")",6 ms,16:10,"1,000:1",300 cd/mÂ²,2560 x 1600,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//298,"VG2438SM, B921673, ViewSonic, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:10,"50,000,000:1",250 cd/mÂ²,1920 x 1200,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//287,"274E5QHSB/00, 2711318, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",7 ms,16:9,"20,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//454,"861-10395, DELS2240L, Dell, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",7 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//217,"25UM65-P, 3003553, LG Electronics, LCD Monitor, Itenergy Ltd","63.5 cm (25"")",5 ms,21:9,,,2560 x 1080,LCD Monitor,
www.itenergy.co.uk//366,"247E3LHSU2/00, Philips, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",2 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//467,"22M45HQ-B, 2998779, LG Electronics, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",2 ms,,,,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//618,"9H.LA6LB.QPE, BenQ, LCD Monitor, Itenergy Ltd","61 cm (24"")",2 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//271,"XB2776QS-B2, 3110006, Iiyama, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"5,000,000:1",350 cd/mÂ²,2560 x 1440,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//224,"P2252HS-B1, 2792861, Iiyama, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",225 cd/mÂ²,1920 x 1080,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//675,"298P4QJEB/00, Philips, LCD Monitor, Itenergy Ltd","73.7 cm (29"")",7 ms,22:9,"1,000:1",300 cd/mÂ²,2560 x 1080,LCD Monitor,
www.itenergy.co.uk//368,"R72MCUK, S602YA2, Lenovo, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,
www.itenergy.co.uk//613,"60002795, 3967200, NEC Display Solutions, LCD Monitor, Itenergy Ltd","43.2 cm (17"")",5 ms,5:4,"1,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,
www.itenergy.co.uk//356,"UM.WK3EE.005, PBVISEO223DXBD, Acer, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"100,000,000:1",200 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//603,"C9V75AA#A2Q, HP, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//269,"LS24D300HL/XU, 886N194, Samsung, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",5 ms,16:9,700:1,200 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//502,"LS23C45KBS/EN, Samsung, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//648,"60003415, 3967961, NEC Display Solutions, LCD Monitor, Itenergy Ltd","73.7 cm (29"")",5 ms,,"1,000:1",300 cd/mÂ²,2560 x 1080,LCD Monitor,
www.itenergy.co.uk//398,"XB2779QS-B1, 2883685, Iiyama, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"1,000:1",440 cd/mÂ²,2560 x 1440,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//365,"LS22C45KBSV/EN, 886H968, Samsung, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//705,"60B5RAT6UK, 3171469, Lenovo, LCD Monitor, Itenergy Ltd","71.1 cm (28"")",6.50 ms,16:9,"3,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//636,"LS32D85KTSN/EN, 886P483, Samsung, LCD Monitor, Itenergy Ltd","81.3 cm (32"")",5 ms,16:9,"3,000:1",300 cd/mÂ²,2560 x 1440,LCD Monitor,1073 Million Colors
www.itenergy.co.uk//506,"UM.EV6EE.008, 8654G62, Acer, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"100,000,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//236,"VG2435SM, B921672, ViewSonic, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:10,"50,000,000:1",250 cd/mÂ²,1920 x 1200,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//288,"LS24C65UPC/EN, 2773807, Samsung, LCD Monitor, Itenergy Ltd","59.9 cm (23.6"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//796,"C9V73AA#AB0, HP, LCD Monitor, Itenergy Ltd","50.8 cm (20"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,
www.itenergy.co.uk//316,"UM.FV6EE.005, 8654E16, Acer, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//723,"27MP35HQ-B, 2998422, LG Electronics, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"50,000,000:1",,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//463,"27MB65PY-B, 2975567, LG Electronics, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//739,"278C4QHSN/00, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",7 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//653,"E2280WSD-B, Iiyama, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",300 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//655,"27EA83-D.AEK, 4065780, LG Electronics, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",6 ms,16:9,"5,000,000:1",350 cd/mÂ²,2560 x 1440,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//689,"278G4DHSD/00, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",7 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//254,"VG2039M-LED, B921488, ViewSonic, LCD Monitor, Itenergy Ltd","50.8 cm (20"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,
www.itenergy.co.uk//464,"273V5LHSB/00, 2785805, Philips, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"10,000,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//432,"859-10178, DELS2340L, Dell, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",7 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//345,"UM.WG6EE.H01, 8654N51, Acer, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",8 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//386,"R48MBUK, S6033G5, Lenovo, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1440 x 900,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//776,"210-40667, DELU2713HM, Dell, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",8 ms,16:9,"1,000:1",350 cd/mÂ²,2560 x 1440,LCD Monitor,
www.itenergy.co.uk//741,"C9V75AA#AB2, HP, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//493,"60003608, NECMON767, NEC Display Solutions, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",6 ms,16:9,"25,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//281,"D7P53A4#ABU, HPXMON481, HP, LCD Monitor, Itenergy Ltd","61 cm (24"")",8 ms,16:10,"1,000:1",300 cd/mÂ²,1920 x 1200,LCD Monitor,
www.itenergy.co.uk//396,"XB2779QS-S1, IIYXB2779QSS, Iiyama, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"1,000:1",440 cd/mÂ²,2560 x 1440,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//610,"UM.XW3EE.001, 8655Q39, Acer, LCD Monitor, Itenergy Ltd","47 cm (18.5"")",5 ms,16:9,"100,000,000:1",200 cd/mÂ²,1366 x 768,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//651,"D7P53A4#ABB, HP, LCD Monitor, Itenergy Ltd","61 cm (24"")",8 ms,16:10,"1,000:1",300 cd/mÂ²,1920 x 1200,LCD Monitor,
www.itenergy.co.uk//713,"LH46EDCPLBC/EN, Samsung, LCD Monitor, Itenergy Ltd","116.8 cm (46"")",,16:9,"5,000:1",350 cd/mÂ²,1920 x 1080,LCD Monitor,1.07 Billion Colors
www.itenergy.co.uk//492,"HP205DJB, V320104, Hannspree, LCD Monitor, Itenergy Ltd","49.5 cm (19.5"")",5 ms,16:9,"80,000,000:1",250 cd/mÂ²,1600 x 900,LCD Monitor,
www.itenergy.co.uk//696,"UM.QG6EE.001, ACEG246HYLBD, Acer, LCD Monitor, Itenergy Ltd","60.5 cm (23.8"")",6 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//317,"9H.LAGLB.QBE, 2997289, BenQ, LCD Monitor, Itenergy Ltd","61 cm (24"")",4 ms,16:9,"20,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//239,"E2280HS-B1, IIYNOT019, Iiyama, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//304,"XB2776QS-B1, 2707487, Iiyama, LCD Monitor, Itenergy Ltd","68.6 cm (27"")",5 ms,16:9,"1,000:1",350 cd/mÂ²,2560 x 1440,LCD Monitor,16.77 Million Colors
www.itenergy.co.uk//629,"24MB35PM-B, 4065873, LG Electronics, LCD Monitor, Itenergy Ltd","61 cm (24"")",5 ms,16:9,"5,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//225,"LS22C150NS/EN, 886J914, Samsung, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,700:1,200 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//259,"9H.L5FLA.SBE, M351871, BenQ, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",5 ms,5:4,"1,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//402,"60AAHAR1UK, S603EW8, Lenovo, LCD Monitor, Itenergy Ltd","48.3 cm (19"")",7 ms,5:4,"1,000:1",250 cd/mÂ²,1280 x 1024,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//627,"UM.VB6EE.005, 8654R91, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",6 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//382,"9H.LATLA.TPE, M352412, BenQ, LCD Monitor, Itenergy Ltd","55.9 cm (22"")",5 ms,16:10,"1,000:1",250 cd/mÂ²,1680 x 1050,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//734,"196V4LAB2/00, 2547747, Philips, LCD Monitor, Itenergy Ltd","47 cm (18.5"")",5 ms,16:9,600:1,200 cd/mÂ²,1366 x 768,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//695,"VG2433SMH, B921635, ViewSonic, LCD Monitor, Itenergy Ltd","61 cm (24"")",4 ms,16:9,"50,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//447,"C221k, EDGEC221K, Edge10, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//250,"UM.VV6EE.001, 8654L71, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",6 ms,16:9,"100,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//452,"E2473HS-GB1, 2579471, Iiyama, LCD Monitor, Itenergy Ltd","61 cm (24"")",2 ms,16:9,"1,000:1",300 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//748,"C9E49AT#ABU, HP, LCD Monitor, Itenergy Ltd","54.6 cm (21.5"")",5 ms,16:9,"1,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,
www.itenergy.co.uk//305,"9H.L7CLA.4BE, 3150179, BenQ, LCD Monitor, Itenergy Ltd","61 cm (24"")",2 ms,16:9,"12,000,000:1",250 cd/mÂ²,1920 x 1080,LCD Monitor,16.7 Million Colours
www.itenergy.co.uk//246,"ET.VG6HE.B01, 8652S94, Acer, LCD Monitor, Itenergy Ltd","58.4 cm (23"")",5 ms,16:9,"100,000,000:1",200 cd/mÂ²,1920 x 1080,LCD Monitor,
